sub_subcategory_id,sub_subcategory_name,category_id,category_name,deal_id,sic,sic_description,sic_6_digit,sic_6_digit_description,SIC 8-digit,8_digit_Description,naics,naics_description
722,Withdrawn,16,Deal Status,11,7389,Business Services NEC,738900,Withdrawn,32310502.0,Scientific and technical glassware: from purchased glass,541990,"All Other Professional, Scientific, and Technical Services"
590,Adult Education,10,Education,11,8299,Schools and Educational Services NEC,829900,Adult Education,82110301.0,Public adult education school,611710,Educational Support Services
591,Art Schools,10,Education,11,8299,Schools and Educational Services NEC,829900,Art Schools,22730300.0,Art squares,611610,Fine Arts Schools
592,Beauty Schools,10,Education,11,8299,Schools and Educational Services NEC,829900,Beauty Schools,72310200.0,Beauty schools,611511,Cosmetology and Barber Schools
593,Charter Schools,10,Education,11,8211,Elementary and Secondary Schools,821100,Charter Schools,45220100.0,Nonscheduled charter services,611110,Elementary and Secondary Schools
583,Colleges/Universities,10,Education,11,8221,"Colleges, Universities, and Professional Schools",822100,Colleges/Universities,82210000.0,Colleges and universities,611310,"Colleges, Universities, and Professional Schools"
594,Continuing Education,10,Education,11,8299,Schools and Educational Services NEC,829900,Continuing Education,87449901.0,Base maintenance (providing personnel on continuing basis),611710,Educational Support Services
595,Culinary Schools,10,Education,11,8299,Schools and Educational Services NEC,829900,Culinary Schools,82210200.0,Professional schools,611519,Other Technical and Trade Schools
596,Day Care Centers,10,Education,11,8351,Child Day Care Services,835100,Day Care Centers,83519901.0,Group day care center,624410,Child Day Care Services
597,Driving Schools,10,Education,11,8299,Schools and Educational Services NEC,829900,Driving Schools,16299904.0,Pile driving contractor,611692,Automobile Driving Schools
584,Elementary/Middle School,10,Education,11,8211,Elementary and Secondary Schools,821100,Elementary/Middle School,82110101.0,Catholic combined elementary and secondary school,611110,Elementary and Secondary Schools
585,High Schools,10,Education,11,8211,Elementary and Secondary Schools,821100,High Schools,20260108.0,"Milk, ultra-high temperature (longlife)",611110,Elementary and Secondary Schools
598,Language Schools,10,Education,11,8299,Schools and Educational Services NEC,829900,Language Schools,82990502.0,Language school,611630,Language Schools
599,Martial Arts Schools,10,Education,11,8299,Schools and Educational Services NEC,829900,Martial Arts Schools,79991113.0,"Martial arts school, nec",611620,Sports and Recreation Instruction
600,Music Schools,10,Education,11,8299,Schools and Educational Services NEC,829900,Music Schools,82990300.0,Music and drama schools,611610,Fine Arts Schools
601,Nursing Schools,10,Education,11,8221,"Colleges, Universities, and Professional Schools",822100,Nursing Schools,86210103.0,Nursing association,611310,"Colleges, Universities, and Professional Schools"
602,Online Education,10,Education,11,8299,Schools and Educational Services NEC,829900,Online Education,86219904.0,Education and teacher association,611710,Educational Support Services
603,Preschools,10,Education,11,8351,Child Day Care Services,835100,Preschools,83510000.0,Child day care services,624410,Child Day Care Services
586,Private Schools,10,Education,11,8211,Elementary and Secondary Schools,821100,Private Schools,67330101.0,"Administrator of private estates, nonoperating",611110,Elementary and Secondary Schools
604,Religious Schools,10,Education,11,8211,Elementary and Secondary Schools,821100,Religious Schools,48320203.0,Religious,611110,Elementary and Secondary Schools
605,Special Education,10,Education,11,8299,Schools and Educational Services NEC,829900,Special Education,82110105.0,Catholic special education school,611710,Educational Support Services
606,STEM Education,10,Education,11,8299,Schools and Educational Services NEC,829900,STEM Education,86219904.0,Education and teacher association,611710,Educational Support Services
607,Technical Schools,10,Education,11,8249,Vocational Schools NEC,824900,Technical Schools,27410600.0,Technical manual and paper publishing,611519,Other Technical and Trade Schools
608,Test Preparation,10,Education,11,8299,Schools and Educational Services NEC,829900,Test Preparation,10110200.0,Iron ore preparation,611691,Exam Preparation and Tutoring
587,Trade Schools,10,Education,11,8249,Vocational Schools NEC,824900,Trade Schools,20999915.0,"Potatoes, peeled for the trade",611519,Other Technical and Trade Schools
609,Training Centers,10,Education,11,8299,Schools and Educational Services NEC,829900,Training Centers,37280501.0,Link trainers (aircraft training mechanisms),611430,Professional and Management Development Training
588,Tutoring Centers,10,Education,11,8299,Schools and Educational Services NEC,829900,Tutoring Centers,22989901.0,Wire rope centers,611691,Exam Preparation and Tutoring
589,Vocational Schools,10,Education,11,8249,Vocational Schools NEC,824900,Vocational Schools,82490000.0,"Vocational schools, nec",611519,Other Technical and Trade Schools
692,Area Developer,14,Franchise,11,6794,Patent Owners and Lessors,679400,Area Developer,36480103.0,Decorative area lighting fixtures,533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
687,Business Opportunities,14,Franchise,11,6794,Patent Owners and Lessors,679400,Business Opportunities,26210601.0,Business form paper,533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
693,Conversion Franchise,14,Franchise,11,6794,Patent Owners and Lessors,679400,Conversion Franchise,17969901.0,Elevator installation and conversion,533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
688,Distributorship,14,Franchise,11,5099,Durable Goods NEC,509900,Distributorship,51990000.0,"Nondurable goods, nec",424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers
683,Fast Food Franchise,14,Franchise,11,5812,Eating Places,581200,Fast Food Franchise,58120307.0,"Fast-food restaurant, chain",722513,Limited-Service Restaurants
684,Food Service Franchise,14,Franchise,11,5812,Eating Places,581200,Food Service Franchise,17999916.0,Food service equipment installation,722513,Limited-Service Restaurants
678,Franchise,14,Franchise,11,5812,Eating Places,581200,Franchise,58120500.0,Family restaurants,722513,Limited-Service Restaurants
689,Franchise Opportunities,14,Franchise,11,6794,Patent Owners and Lessors,679400,Franchise Opportunities,70110101.0,"Motel, franchised",533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
694,Home-Based Franchise,14,Franchise,11,6794,Patent Owners and Lessors,679400,Home-Based Franchise,20220101.0,"Dips, cheese-based",533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
695,Investment Franchise,14,Franchise,11,6794,Patent Owners and Lessors,679400,Investment Franchise,33240000.0,Steel investment foundries,533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
690,Licensing,14,Franchise,11,6794,Patent Owners and Lessors,679400,Licensing,67940103.0,"Performance rights, publishing and licensing",533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
691,Master Franchise,14,Franchise,11,6794,Patent Owners and Lessors,679400,Master Franchise,48419905.0,Satellite master antenna systems services (SMATV),533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
696,Mobile Franchise,14,Franchise,11,6794,Patent Owners and Lessors,679400,Mobile Franchise,24510202.0,Mobile classrooms,533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
679,Multi-Unit,14,Franchise,11,6794,Patent Owners and Lessors,679400,Multi-Unit,12210202.0,"Unit train loading facility, bituminous or lignite",533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
697,Online Franchise,14,Franchise,11,6794,Patent Owners and Lessors,679400,Online Franchise,48130200.0,Online service providers,533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
680,Regional Developer,14,Franchise,11,6794,Patent Owners and Lessors,679400,Regional Developer,65120202.0,"Shopping center, super-regional (more than 1,000,000 sq ft)",533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
685,Retail Franchise,14,Franchise,11,5399,Miscellaneous General Merchandise Stores,539900,Retail Franchise,52610300.0,Retail nurseries,452990,All Other General Merchandise Stores
686,Service Franchise,14,Franchise,11,7389,Business Services NEC,738900,Service Franchise,7220105.0,Threshing service,541990,"All Other Professional, Scientific, and Technical Services"
681,Single Unit,14,Franchise,11,6794,Patent Owners and Lessors,679400,Single Unit,12210202.0,"Unit train loading facility, bituminous or lignite",533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
682,Territory,14,Franchise,11,6794,Patent Owners and Lessors,679400,Territory,36749916.0,Transistors,533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
634,Agencies/Government,12,Government,11,9199,General Government NEC,919900,Agencies/Government,60810000.0,Foreign bank and branches and agencies,921190,Other General Government Support
635,City Government,12,Government,11,9121,Legislative Bodies,912100,City Government,91210202.0,City council,921110,Executive Offices
643,Corrections,12,Government,11,9223,Correctional Institutions,922300,Corrections,38249902.0,Gauges for computing pressure temperature corrections,922140,Correctional Institutions
636,County Government,12,Government,11,9121,Legislative Bodies,912100,County Government,91110403.0,"Executive offices, County government",921110,Executive Offices
644,Courts,12,Government,11,9211,Courts,921100,Courts,92110000.0,Courts,922110,Courts
645,Emergency Services,12,Government,11,9224,Fire Protection,922400,Emergency Services,17310103.0,Standby or emergency power specialization,922160,Fire Protection
637,Federal Government,12,Government,11,9199,General Government NEC,919900,Federal Government,91110401.0,"Executive offices, Federal government",921110,Executive Offices
646,Fire Department,12,Government,11,9224,Fire Protection,922400,Fire Department,37110403.0,"Fire department vehicles (motor vehicles), assembly of",922160,Fire Protection
647,Health Department,12,Government,11,9431,Administration of Public Health Programs,943100,Health Department,37110403.0,"Fire department vehicles (motor vehicles), assembly of",923120,Administration of Public Health Programs
648,Law Enforcement,12,Government,11,9221,Police Protection,922100,Law Enforcement,92290102.0,"Law enforcement statistics center, government",922120,Police Protection
649,Libraries,12,Government,11,8231,Libraries,823100,Libraries,82310000.0,Libraries,519120,Libraries and Archives
638,Military,12,Government,11,9711,National Security,971100,Military,23110302.0,"Military uniforms, men's and youths': purchased materials",928110,National Security
650,Parks & Recreation,12,Government,11,9512,"Land, Mineral, Wildlife, and Forest Conservation",951200,Parks & Recreation,50120305.0,"Recreation vehicles, all-terrain",712190,Nature Parks and Other Similar Institutions
651,Planning/Zoning,12,Government,11,9532,Urban Planning and Community Development,953200,Planning/Zoning,7810000.0,Landscape counseling and planning,925120,Administration of Urban Planning and Community and Rural Development
639,Public Safety,12,Government,11,9221,Police Protection,922100,Public Safety,92290103.0,"Public safety statistics center, government",922120,Police Protection
652,Public Works,12,Government,11,9621,Regulation and Administration of Transportation Programs,962100,Public Works,15420400.0,Specialized public building contractors,237990,Other Heavy and Civil Engineering Construction
653,Social Services,12,Government,11,9441,"Administration of Social, Human Resource and Income Maintenance Programs",944100,Social Services,83220700.0,Social services for the handicapped,923130,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)"
640,State Government,12,Government,11,9121,Legislative Bodies,912100,State Government,91110402.0,"Executive offices, State government",921110,Executive Offices
654,Tax Assessment,12,Government,11,9311,"Public Finance, Taxation, and Monetary Policy",931100,Tax Assessment,67999903.0,"Tax liens: holding, buying and selling",921130,Public Finance Activities
655,Tourism Bureau,12,Government,11,9532,Urban Planning and Community Development,953200,Tourism Bureau,72990401.0,Babysitting bureau,925120,Administration of Urban Planning and Community and Rural Development
641,Transportation,12,Government,11,9621,Regulation and Administration of Transportation Programs,962100,Transportation,27520701.0,"Schedules, transportation: lithographed",488111,Air Traffic Control
656,Transportation Authority,12,Government,11,9621,Regulation and Administration of Transportation Programs,962100,Transportation Authority,96419903.0,Commodity exchange authority,488111,Air Traffic Control
642,Utilities,12,Government,11,4911,Electric Services,491100,Utilities,16239906.0,Underground utilities contractor,221122,Electric Power Distribution
657,Water/Sewer,12,Government,11,4941,Water Supply,494100,Water/Sewer,16230000.0,"Water, sewer, and utility lines",221310,Water Supply and Irrigation Systems
93,Acupuncture,2,Medical Services,11,8049,"Health and Allied Services, NEC",804990,Acupuncture,80499900.0,"Offices of health practitioners, nec",621399,Offices of All Other Miscellaneous Health Practitioners
141,Ambulatory Surgery Centers,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Ambulatory Surgery Centers,38429909.0,"Grafts, artificial: for surgery",621493,Freestanding Ambulatory Surgical and Emergency Centers
142,Anesthesiology,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Anesthesiology,80939902.0,"Mental health clinic, outpatient",621111,Offices of Physicians (except Mental Health Specialists)
143,Assisted Living,2,Medical Services,11,8361,Residential Care,836100,Assisted Living,35429921.0,Ultrasonically assisted metal forming machines,623312,Assisted Living Facilities for the Elderly
146,Cardiologist,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Cardiologist,80110101.0,Cardiologist and cardio-vascular specialist,621111,Offices of Physicians (except Mental Health Specialists)
145,Cardiology,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Cardiology,80939902.0,"Mental health clinic, outpatient",621111,Offices of Physicians (except Mental Health Specialists)
147,Cardiovascular Surgery,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Cardiovascular Surgery,28340300.0,"Drugs acting on the cardiovascular system, except diagnostic",621111,Offices of Physicians (except Mental Health Specialists)
148,Child Advocacy Centers,2,Medical Services,11,8322,Individual and Family Social Services,832200,Child Advocacy Centers,83220203.0,Child guidance agency,624110,Child and Youth Services
95,Chiropractic,2,Medical Services,11,8041,Offices and Clinics of Chiropractors,804101,Chiropractors Physicians,80410000.0,Offices and clinics of chiropractors,621310,Offices of Chiropractors
149,Clinical Labs,2,Medical Services,11,8071,Medical Laboratories,807100,Clinical Labs,38290703.0,"Thermometers, including digital: clinical",621511,Medical Laboratories
150,Cosmetic Surgery,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Cosmetic Surgery,28440500.0,Cosmetic preparations,621111,Offices of Physicians (except Mental Health Specialists)
151,Critical Care,2,Medical Services,11,8062,General Medical and Surgical Hospitals,806210,Critical Care,59990905.0,Incontinent care products,622110,General Medical and Surgical Hospitals
152,Dental Implants,2,Medical Services,11,8021,Offices and Clinics of Dentists,802199,Dental Implants,38430101.0,"Abrasive points, wheels, and disks, dental",621210,Offices of Dentists
96,Dentist/Orthodontist,2,Medical Services,11,8021,Offices and Clinics of Dentists,802110,Dentist/Orthodontist,80210105.0,Orthodontist,621210,Offices of Dentists
97,Dermatologists,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801111,Dermatologists,80939902.0,"Mental health clinic, outpatient",621111,Offices of Physicians (except Mental Health Specialists)
153,Dialysis Centers,2,Medical Services,11,8092,Kidney Dialysis Centers,809200,Dialysis Centers,80920000.0,Kidney dialysis centers,621492,Kidney Dialysis Centers
154,DME,2,Medical Services,11,5047,"Medical, Dental, and Hospital Equipment and Supplies",504700,DME,59990904.0,Hospital equipment and supplies,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers"
98,Doctors/Physicians,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801111,Doctors/Physicians,80110202.0,"Clinic, operated by physicians",621111,Offices of Physicians (except Mental Health Specialists)
99,Drug & Alcohol Treatment Centers,2,Medical Services,11,8093,Specialty Outpatient Facilities NEC,809300,Drug & Alcohol Treatment Centers,20850100.0,"Distiller's dried grains and solubles, and alcohol",621420,Outpatient Mental Health and Substance Abuse Centers
101,Ear Nose & Throat,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,"Ear, Nose & Throat",80699902.0,"Eye, ear, nose, and throat hospital",621111,Offices of Physicians (except Mental Health Specialists)
155,Eating Disorder Treatment,2,Medical Services,11,8093,Specialty Outpatient Facilities NEC,809300,Eating Disorder Treatment,51130200.0,"Disposable plates, cups, napkins, and eating utensils",621420,Outpatient Mental Health and Substance Abuse Centers
156,Elderly Care Services,2,Medical Services,11,8361,Residential Care,836100,Elderly Care Services,7820203.0,Lawn care services,623311,Continuing Care Retirement Communities
102,Emergency Medicine,2,Medical Services,11,8062,General Medical and Surgical Hospitals,806210,Emergency Medicine,17310103.0,Standby or emergency power specialization,622110,General Medical and Surgical Hospitals
157,Emergency Room/Urgent Care,2,Medical Services,11,8062,General Medical and Surgical Hospitals,806210,Emergency Room/Urgent Care,34330200.0,"Room and wall heaters, including radiators",622110,General Medical and Surgical Hospitals
158,Endocrinology,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Endocrinology,80939902.0,"Mental health clinic, outpatient",621111,Offices of Physicians (except Mental Health Specialists)
100,ENT,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,ENT Specialists,80119904.0,"Physicians' office, including specialists",621111,Offices of Physicians (except Mental Health Specialists)
103,Family Medicine,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801111,Family Medicine,83220501.0,Family (marriage) counseling,621111,Offices of Physicians (except Mental Health Specialists)
159,Fertility,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Fertility,80110524.0,"Fertility specialist, physician",621111,Offices of Physicians (except Mental Health Specialists)
160,Funeral Home,2,Medical Services,11,7261,Funeral Service and Crematories,726100,Funeral Home,72619903.0,Funeral home,812210,Funeral Homes and Funeral Services
104,Gastroenterology,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Gastroenterology,80939902.0,"Mental health clinic, outpatient",621111,Offices of Physicians (except Mental Health Specialists)
105,General Medicine,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801111,General Medicine,1910000.0,"General farms, primarily crop",621111,Offices of Physicians (except Mental Health Specialists)
106,Geriatric Medicine,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Geriatric Medicine,80420102.0,Geriatric specialist optometrist,621111,Offices of Physicians (except Mental Health Specialists)
107,Gynecology,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Gynecology,80939902.0,"Mental health clinic, outpatient",621111,Offices of Physicians (except Mental Health Specialists)
161,Hearing Centers,2,Medical Services,11,8049,Health and Allied Services NEC,804999,Hearing Centers,76290101.0,Hearing aid repair,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists"
162,Hematology,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Hematology,80939902.0,"Mental health clinic, outpatient",621111,Offices of Physicians (except Mental Health Specialists)
108,Home Health Care,2,Medical Services,11,8082,Home Health Care Services,808200,Home Health Care,80599906.0,"Rest home, with health care",621610,Home Health Care Services
163,Hospice,2,Medical Services,11,8082,Home Health Care Services,808200,Hospice,80820000.0,Home health care services,621610,Home Health Care Services
164,Hospital,2,Medical Services,11,8062,General Medical and Surgical Hospitals,806210,Hospital,23899906.0,Hospital gowns,622110,General Medical and Surgical Hospitals
109,Imaging & Radiology,2,Medical Services,11,8071,Medical Laboratories,807100,Imaging & Radiology,38260605.0,Magnetic resonance imaging apparatus,621512,Diagnostic Imaging Centers
165,Infusion Therapy,2,Medical Services,11,8082,Home Health Care Services,808200,Infusion Therapy,38410418.0,Suction therapy apparatus,621610,Home Health Care Services
166,Internal Medicine,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801111,Internal Medicine,80110100.0,Internal medicine practitioners,621111,Offices of Physicians (except Mental Health Specialists)
110,Lab Services,2,Medical Services,11,8071,Medical Laboratories,807100,Lab Services,38250216.0,"Lab standards, electric: resistance, inductance, capacitance",621511,Medical Laboratories
111,Massge Therapy,2,Medical Services,11,8049,Health and Allied Services NEC,804999,Massage Therapy,72990201.0,Massage parlor,621399,Offices of All Other Miscellaneous Health Practitioners
167,Medical Administration,2,Medical Services,11,8741,Management Services,874100,Medical Administration,94410202.0,"Medical assistance program administration, government",561110,Office Administrative Services
168,Medical Devices,2,Medical Services,11,5047,"Medical, Dental, and Hospital Equipment and Supplies",504700,Medical Devices,38450121.0,"Ultrasonic scanning devices, medical",423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers"
169,Memory Care,2,Medical Services,11,8361,Residential Care,836100,Memory Care,36740209.0,Random access memory (RAM),623312,Assisted Living Facilities for the Elderly
112,Mental Health,2,Medical Services,11,8093,Specialty Outpatient Facilities NEC,809300,Mental Health,80939902.0,"Mental health clinic, outpatient",621330,Offices of Mental Health Practitioners (except Physicians)
170,MRI,2,Medical Services,11,8071,Medical Laboratories,807100,MRI,28350000.0,Diagnostic substances,621512,Diagnostic Imaging Centers
171,Nephrology,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Nephrology,80939902.0,"Mental health clinic, outpatient",621111,Offices of Physicians (except Mental Health Specialists)
113,Neurology,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Neurology,80939902.0,"Mental health clinic, outpatient",621111,Offices of Physicians (except Mental Health Specialists)
114,Nursing Homes,2,Medical Services,11,8051,Skilled Nursing Care Facilities,805100,Nursing Homes,24529904.0,"Modular homes, prefabricated, wood",623110,Nursing Care Facilities (Skilled Nursing Facilities)
172,Occupational Medicine,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Occupational Medicine,80499909.0,Occupational therapist,621111,Offices of Physicians (except Mental Health Specialists)
115,Occupational Therapy,2,Medical Services,11,8049,Health and Allied Services NEC,804999,Occupational Therapy,80499909.0,Occupational therapist,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists"
116,Oncology,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Oncology,80939902.0,"Mental health clinic, outpatient",621111,Offices of Physicians (except Mental Health Specialists)
117,Ophthalmology/Optometry,2,Medical Services,11,8042,Offices and Clinics of Optometrists,804200,Ophthalmology/Optometry,80420000.0,Offices and clinics of optometrists,621320,Offices of Optometrists
118,Oral & Maxillofacial Surgery,2,Medical Services,11,8021,Offices and Clinics of Dentists,802199,Oral & Maxillofacial Surgery,28440200.0,Oral preparations,621210,Offices of Dentists
119,Orthodontists,2,Medical Services,11,8021,Orthodontists,802110,Orthodontists,91110000.0,Executive offices,621210,Offices of Orthodontists
120,Orthopedic,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Orthopedic,30690805.0,"Orthopedic sundries, molded rubber",621111,Offices of Physicians (except Mental Health Specialists)
121,Otolaryngology,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Otolaryngology,80939902.0,"Mental health clinic, outpatient",621111,Offices of Physicians (except Mental Health Specialists)
122,Pain Management,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Pain Management,9710101.0,Game management,621111,Offices of Physicians (except Mental Health Specialists)
173,Pathology,2,Medical Services,11,8071,Medical Laboratories,807100,Pathology,80710000.0,Medical laboratories,621511,Medical Laboratories
123,Pediatrics,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Pediatrics,80939902.0,"Mental health clinic, outpatient",621111,Offices of Physicians (except Mental Health Specialists)
174,Pharmacies,2,Medical Services,11,5912,Drug Stores and Proprietary Stores,591200,Pharmacies,59129901.0,Drug stores,446110,Pharmacies and Drug Stores
124,Physical Therapy,2,Medical Services,11,8049,Health and Allied Services NEC,804999,Physical Therapy,38210402.0,"Calibration tapes, for physical testing machines",621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists"
175,Physician Recruiting,2,Medical Services,11,7361,Employment Agencies,736100,Physician Recruiting,80110109.0,"Pulmonary specialist, physician/surgeon",561311,Employment Placement Agencies
125,Plastic Surgery,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Plastic Surgery,17990202.0,Coating of concrete structures with plastic,621111,Offices of Physicians (except Mental Health Specialists)
126,Podiatry,2,Medical Services,11,8043,Offices and Clinics of Podiatrists,804300,Podiatry,80430000.0,Offices and clinics of podiatrists,621391,Offices of Podiatrists
127,Primary Care,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801111,Primary Care,80110205.0,Primary care medical clinic,621111,Offices of Physicians (except Mental Health Specialists)
128,Proctology,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Proctology,80939902.0,"Mental health clinic, outpatient",621111,Offices of Physicians (except Mental Health Specialists)
129,Psychiatry,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Psychiatry,80939902.0,"Mental health clinic, outpatient",621112,"Offices of Physicians, Mental Health Specialists"
130,Pulmonology,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Pulmonology,80939902.0,"Mental health clinic, outpatient",621111,Offices of Physicians (except Mental Health Specialists)
176,Radiation Oncology,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Radiation Oncology,32719910.0,"Blocks, concrete: radiation-proof",621111,Offices of Physicians (except Mental Health Specialists)
177,Recovery Centers,2,Medical Services,11,8093,Specialty Outpatient Facilities NEC,809300,Recovery Centers,10410203.0,Gold recovery from tailings,621420,Outpatient Mental Health and Substance Abuse Centers
131,Rehabilitation,2,Medical Services,11,8093,Specialty Outpatient Facilities NEC,809300,Rehabilitation,83220401.0,Offender rehabilitation agency,621399,Offices of All Other Miscellaneous Health Practitioners
132,Rheumatology,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Rheumatology,80110520.0,"Rheumatology specialist, physician/surgeon",621111,Offices of Physicians (except Mental Health Specialists)
178,Senior Living,2,Medical Services,11,8361,Residential Care,836100,Senior Living,83220103.0,Senior citizens' center or association,623311,Continuing Care Retirement Communities
133,Skilled Nursing Facilities,2,Medical Services,11,8051,Skilled Nursing Care Facilities,805100,Skilled Nursing Facilities,80510000.0,Skilled nursing care facilities,623110,Nursing Care Facilities (Skilled Nursing Facilities)
179,Sleep Medicine,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Sleep Medicine,25149905.0,Medicine cabinets and vanities: metal,621111,Offices of Physicians (except Mental Health Specialists)
134,Speech Therapy,2,Medical Services,11,8049,Health and Allied Services NEC,804999,Speech Therapy,80490300.0,Speech specialist,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists"
180,Spine/Back,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Spine/Back,80939902.0,"Mental health clinic, outpatient",621111,Offices of Physicians (except Mental Health Specialists)
181,Sports Medicine,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Sports Medicine,80110521.0,"Sports medicine specialist, physician",621111,Offices of Physicians (except Mental Health Specialists)
135,Substance Abuse,2,Medical Services,11,8093,Specialty Outpatient Facilities NEC,809300,Substance Abuse,80690100.0,Substance abuse hospitals,621420,Outpatient Mental Health and Substance Abuse Centers
136,Surgery,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Surgery,38429909.0,"Grafts, artificial: for surgery",621111,Offices of Physicians (except Mental Health Specialists)
182,Surgical Centers,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Surgical Centers,22110900.0,"Bandages, gauzes and surgical fabrics, cotton",621493,Freestanding Ambulatory Surgical and Emergency Centers
183,Telehealth,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Telehealth,80939902.0,"Mental health clinic, outpatient",621111,Offices of Physicians (except Mental Health Specialists)
184,Therapeutic Recreation,2,Medical Services,11,8049,Health and Allied Services NEC,804999,Therapeutic Recreation,38449910.0,Therapeutic X-ray apparatus and tubes,621399,Offices of All Other Miscellaneous Health Practitioners
185,Thoracic Surgery,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Thoracic Surgery,38429909.0,"Grafts, artificial: for surgery",621111,Offices of Physicians (except Mental Health Specialists)
186,Transport Medical,2,Medical Services,11,4119,Local Passenger Transportation NEC,411900,Transport Medical,37310207.0,"Transport vessels, troop: building and repairing",621910,Ambulance Services
187,Trauma Surgery,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Trauma Surgery,38429909.0,"Grafts, artificial: for surgery",621111,Offices of Physicians (except Mental Health Specialists)
137,Urology,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Urology,80939902.0,"Mental health clinic, outpatient",621111,Offices of Physicians (except Mental Health Specialists)
138,Vascular Surgery,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Vascular Surgery,38429909.0,"Grafts, artificial: for surgery",621111,Offices of Physicians (except Mental Health Specialists)
139,Veterinarian,2,Medical Services,11,742,Veterinary Services for Animal Specialties,74200,Veterinarian,7419902.0,"Veterinarian, livestock",541940,Veterinary Services
